emdb_id,resolution,fitted_pdbs
EMD-60626,2.7,9ij9
EMD-44415,2.76,9baz
EMD-38720,3.2,8xvv
EMD-38472,3.4,8xmd
EMD-38718,3.2,8xvt
EMD-60627,3.05,9ija
EMD-38470,3.4,8xmb
EMD-19004,2.4,8r8m
EMD-18647,2.64,8qta
EMD-50443,2.5,9fh9
EMD-60423,3.14,8zsp
EMD-38471,3.1,8xmc
EMD-44411,2.79,9baq
EMD-38874,2.53,8y37
EMD-44599,3.1,9bir
EMD-37470,2.47,8we1
EMD-17971,3.06,8pvr
EMD-43260,3.1,8vif
EMD-60607,3.15,9iiw
EMD-37468,2.71,8wdz
EMD-37471,2.91,8we4
EMD-43435,2.7,8vq9
EMD-18646,2.36,8qt9
EMD-38875,2.58,8y38
EMD-19978,3.2,9euo
EMD-44601,3.1,9bit
EMD-44600,3.2,9bis
EMD-18645,2.2,8qt7
EMD-44602,2.9,9biu
EMD-37467,2.69,8wdy
EMD-43315,3.1,8vke
EMD-38473,3.1,8xme
EMD-19979,3.0,9eup
EMD-60426,3.07,8zss
EMD-43437,3.0,8vqb
EMD-37469,2.8,8we0
EMD-44410,2.88,9bap
EMD-60427,2.96,8zsv
EMD-50416,2.5,9fgq
EMD-38873,2.65,8y36
EMD-18644,2.29,8qt6
EMD-18950,2.2,8r6c
EMD-60417,2.8,8zsj
EMD-60608,2.89,9iix
EMD-39026,3.24,8y7y
EMD-39038,3.32,8y89
EMD-45376,3.35,9c9y
EMD-17211,2.3,8ovd
EMD-39042,3.41,8y8d
EMD-41260,2.83,8thf
EMD-17210,2.8,8ovc
EMD-44635,3.26,9bjk
EMD-39044,3.07,8y8f
EMD-39040,3.01,8y8b
EMD-38618,2.16,8xsf
EMD-29620,3.1,8fzd
EMD-36796,3.0,8k1n
EMD-42972,2.9,8v4l
EMD-38561,3.3,8xpu
EMD-36851,2.86,8k3h
EMD-29634,3.0,8fzj
EMD-38619,2.1,8xsi
EMD-39039,3.19,8y8a
EMD-37866,2.3,8wv6
EMD-39025,3.09,8y7x
EMD-29631,3.1,8fzi
EMD-37864,3.3,8wv4
EMD-39045,3.23,8y8g
EMD-42971,3.1,8v4k
EMD-37632,2.87,8wlu
EMD-38823,2.86,8y0y
EMD-29628,2.9,8fzh
EMD-43011,3.4,8v7z
EMD-45655,3.19,9ckv
EMD-45378,3.48,9ca0
EMD-36825,2.92,8k22
EMD-36798,3.4,8k1p
EMD-38620,2.61,8xsj
EMD-39037,3.03,8y88
EMD-38617,2.5,8xse
EMD-45379,3.26,9ca1
EMD-38568,3.15,8xq7
EMD-42951,3.4,8v3r
EMD-29621,3.0,8fze
EMD-37732,2.78,8wq0
EMD-39041,2.95,8y8c
EMD-38621,3.2,8xsl
EMD-36797,2.9,8k1o
EMD-41233,3.08,8tg9
EMD-36795,2.9,8k1m
EMD-42973,3.0,8v4m
EMD-39036,3.26,8y87
EMD-29627,3.1,8fzg
EMD-42950,3.1,8v3q
EMD-41186,2.3,8teh
EMD-36785,3.33,8k13
EMD-36945,3.0,8k82
EMD-37954,2.7,8wzj
EMD-36837,3.4,8k2b
EMD-38588,2.94,8xqt
EMD-41187,2.58,8tei
EMD-35361,3.2,8ida
EMD-39376,2.99,8yky
EMD-41185,2.15,8teg
EMD-38583,2.77,8xqo
EMD-38582,3.05,8xqn
EMD-38633,3.1,8xt1
EMD-36731,2.19,8jyu
EMD-60090,2.96,8zgt
EMD-37953,3.0,8wzi
EMD-18135,2.08,8q3v
EMD-39455,2.0,8yoo
EMD-38580,2.99,8xql
EMD-39456,2.2,8yop
EMD-38635,3.1,8xt3
EMD-38634,3.3,8xt2
EMD-42661,2.27,8uwc
EMD-44555,2.72,9bhw
EMD-44552,3.26,9bht
EMD-38208,3.04,8xb2
EMD-42984,3.0,8v5r
EMD-38629,2.4,8xsx
EMD-38587,3.3,8xqs
EMD-36839,3.2,8k2d
EMD-38632,3.2,8xt0
EMD-38418,3.2,8xki
EMD-37956,2.7,8wzm
EMD-41865,2.5,8u3k
EMD-39032,2.98,8y84
EMD-18136,3.18,8q3w
EMD-60089,3.04,8zgs
EMD-17749,2.6,8pko
EMD-36783,3.3,8k11
EMD-17722,3.17,8pk1
EMD-36782,3.2,8k10
EMD-38584,3.29,8xqp
EMD-42639,2.3,8uw8
EMD-38586,3.2,8xqr
EMD-37955,2.4,8wzk
EMD-17702,3.24,8pj9
EMD-41188,2.55,8tej
EMD-39029,2.89,8y81
EMD-36708,2.7,8jxp
EMD-37513,2.4,8wgh
EMD-43506,2.86,8vsu
EMD-36838,2.4,8k2c
EMD-36707,2.7,8jxo
EMD-36836,2.9,8k2a
EMD-17762,2.43,8pmk
EMD-38631,3.2,8xsz
EMD-36791,3.47,8k1b
EMD-38630,3.0,8xsy
EMD-43097,2.8,8vao
EMD-19830,2.66,9enb
EMD-36725,2.33,8jyl
EMD-38504,2.3,8xnh
EMD-38499,1.99,8xn9
EMD-41448,2.9,8toe
EMD-38502,3.26,8xnf
EMD-38937,2.94,8y5j
EMD-18784,3.01,8qzx
EMD-40446,3.3,8sfo
EMD-38495,2.79,8xn2
EMD-17418,2.5,8p4m
EMD-17420,2.9,8p4n
EMD-36704,2.98,8jxl
EMD-18735,3.12,8qxs
EMD-50641,2.69,9fpz
EMD-17421,3.04,8p4o
EMD-35157,2.85,8i3v
EMD-18988,2.78,8r7q
EMD-41781,3.1,8u0j
EMD-42527,2.56,8ut2
EMD-41437,2.9,8to6
EMD-45309,2.37,9c8s
EMD-36705,3.49,8jxm
EMD-38463,2.61,8xm5
EMD-38683,3.2,8xut
EMD-41439,2.9,8to8
EMD-38792,3.12,8xzb
EMD-38827,3.04,8y18
EMD-41433,2.8,8to1
EMD-38065,2.84,8x5b
EMD-38388,2.52,8xir
EMD-18987,2.53,8r7p
EMD-36946,2.9,8k87
EMD-37711,2.89,8wp8
EMD-38983,2.72,8y6a
EMD-38460,3.07,8xlv
EMD-38505,2.78,8xnk
EMD-41456,3.1,8tom
EMD-38488,3.31,8xmt
EMD-38385,2.65,8xio
EMD-40947,3.0,8t0v
EMD-38387,2.71,8xiq
EMD-38068,2.96,8x5f
EMD-50637,2.9,9fp6
EMD-38476,2.9,8xmg
EMD-38498,2.87,8xn5
EMD-38784,2.96,8xyz
EMD-36947,2.6,8k88
EMD-38682,3.18,8xus
EMD-18736,2.9,8qxt
EMD-16795,2.82,8cqc
EMD-19845,2.66,9eo4
EMD-18540,2.13,8qoj
EMD-16759,2.97,8cnk
EMD-36706,3.2,8jxn
EMD-17461,3.0,8p65
EMD-38496,2.64,8xn3
EMD-38826,2.98,8y16
EMD-42539,2.73,8utf
EMD-42593,2.11,8uup
EMD-44351,3.2,9b8p
EMD-38072,3.47,8x5q
EMD-42595,2.34,8uuq
EMD-40945,3.06,8t0q
EMD-43338,3.15,8vlg
EMD-19032,3.24,8rbm
EMD-17653,2.15,8pfr
EMD-43344,3.12,8vlu
EMD-50296,2.4,9fbv
EMD-43339,3.2,8vli
EMD-43088,3.4,8vac
EMD-37099,3.1,8kcc
EMD-17641,3.0,8pey
EMD-42966,3.09,8v46
EMD-37827,2.5,8wt6
EMD-44294,2.7,9b71
EMD-43485,2.57,8vrn
EMD-43475,2.82,8vqy
EMD-41874,3.41,8u44
EMD-36635,2.34,8jt7
EMD-60269,2.64,8zne
EMD-37828,2.7,8wt7
EMD-44293,2.88,9b70
EMD-36621,2.9,8jsi
EMD-40046,3.47,8ghk
EMD-19568,3.02,8rwy
EMD-37098,3.17,8kcb
EMD-38209,2.8,8xb3
EMD-19028,3.41,8rb8
EMD-19929,2.9,9erx
EMD-42497,3.3,8urq
EMD-44350,3.2,9b8o
EMD-29624,3.2,8fzf
EMD-38210,2.92,8xb4
EMD-19034,3.32,8rbq
EMD-19029,3.19,8rb9
EMD-18205,3.29,8q76
EMD-18204,3.2,8q75
EMD-38056,3.49,8x4z
EMD-37830,2.7,8wt9
EMD-43319,2.92,8vkj
EMD-17640,3.1,8pex
EMD-37829,2.9,8wt8
EMD-42231,2.0,8ugp
EMD-19362,3.07,8rmk
EMD-60392,3.31,8zr5
EMD-19282,2.35,8rkt
EMD-39858,3.0,8z9a
EMD-39534,3.2,8yr3
EMD-37133,2.6,8kde
EMD-42353,3.1,8ukf
EMD-42850,2.9,8v02
EMD-37210,3.17,8kg5
EMD-36702,3.4,8jxi
EMD-19283,2.3,8rku
EMD-43712,2.8,8w0r
EMD-41596,2.68,8tso
EMD-38968,3.28,8y66
EMD-38596,2.53,8xr6
EMD-36204,2.6,8jez
EMD-43713,2.8,8w0s
EMD-19075,2.3,8rdu
EMD-43343,2.9,8vls
EMD-60026,2.9,8zee
EMD-36698,3.2,8jxe
EMD-42167,3.4,8ueq
EMD-36692,3.3,8jx8
EMD-41460,2.14,8tow
EMD-42143,2.1,8ud1
EMD-19364,3.26,8rmm
EMD-36697,3.3,8jxd
EMD-42227,2.3,8ugj
EMD-18592,2.9,8qqi
EMD-42228,2.1,8ugk
EMD-42230,2.7,8ugn
EMD-45192,1.99,9c4o
EMD-38763,3.03,8xxw
EMD-18878,3.4,8r3z
EMD-42352,2.9,8ukd
EMD-60399,2.82,8zrk
EMD-42225,2.1,8ugh
EMD-42946,2.95,8v3d
EMD-42166,3.4,8uep
EMD-42226,2.1,8ugi
EMD-36892,3.2,8k4u
EMD-19284,3.11,8rkv
EMD-36700,3.2,8jxg
EMD-42864,3.3,8v0p
EMD-18842,2.42,8r2h
EMD-36466,2.73,8jp3
EMD-16544,2.79,8cbl
EMD-37759,3.1,8wr0
EMD-17381,3.29,8p30
EMD-39207,3.38,8yf1
EMD-18291,2.3,8qa0
EMD-37112,2.77,8kcw
EMD-37757,3.2,8wqx
EMD-19851,3.3,9eoc
EMD-18292,2.3,8qa1
EMD-17550,2.15,8p8n
EMD-17379,3.46,8p2y
EMD-38613,3.46,8xs3
EMD-44002,3.1,9ayy
EMD-42873,3.3,8v0x
EMD-42869,3.1,8v0t
EMD-16547,3.2,8cbo
EMD-42504,3.1,8ury
EMD-18539,1.9,8qoi
EMD-17552,2.23,8p8u
EMD-37755,2.7,8wqv
EMD-36461,2.51,8jon
EMD-41966,3.15,8u72
EMD-18549,2.53,8qpf
EMD-42860,3.0,8v0l
EMD-19638,1.96,8s1p
EMD-37113,2.96,8kcx
EMD-38793,3.47,8xzd
EMD-60268,2.53,8znd
EMD-18294,2.3,8qa3
EMD-16545,3.14,8cbm
EMD-42342,3.0,8uk1
EMD-17428,2.96,8p4t
EMD-42863,3.3,8v0o
EMD-42867,3.0,8v0r
EMD-37622,3.37,8wlk
EMD-60266,2.53,8znb
EMD-42302,3.2,8uir
EMD-17528,2.42,8p7b
EMD-17382,3.24,8p31
EMD-42870,3.3,8v0u
EMD-41036,3.16,8t4m
EMD-18290,2.4,8q9z
EMD-42862,3.4,8v0n
EMD-16543,2.76,8cbk
EMD-60270,2.5,8zng
EMD-17197,3.0,8ouo
EMD-37758,3.0,8wqy
EMD-18293,2.3,8qa2
EMD-44762,3.1,9bp6
EMD-17549,2.66,8p8m
EMD-42872,3.3,8v0w
EMD-42868,3.3,8v0s
EMD-50019,1.71,9evx
EMD-42861,3.2,8v0m
EMD-37754,2.8,8wqu
EMD-42871,3.1,8v0v
EMD-19641,3.4,8s1u
EMD-44000,3.0,9ayw
EMD-44001,3.0,9ayx
EMD-18138,2.7,8q45
EMD-44218,3.12,9b5n
EMD-18314,2.66,8qbl
EMD-39584,3.0,8yuv
EMD-38236,2.21,8xc1
EMD-39583,2.7,8yuu
EMD-18052,3.1,8q0f
EMD-44214,2.86,9b5j
EMD-38207,2.81,8xay
EMD-37414,2.47,8wb4
EMD-43165,3.4,8ve5
EMD-36599,2.6,8jrn
EMD-18051,3.1,8q0a
EMD-44203,3.39,9b58
EMD-44224,3.16,9b5t
EMD-37964,3.01,8x01
EMD-44215,3.16,9b5k
EMD-18057,3.1,8q0o
EMD-38206,2.92,8xax
EMD-37657,2.82,8wmn
EMD-44217,2.79,9b5m
EMD-19016,3.0,8r9y
EMD-19014,3.1,8r9w
EMD-44210,2.78,9b5f
EMD-17298,2.04,8oz5
EMD-34874,2.8,8hld
EMD-39582,2.7,8yut
EMD-44204,3.49,9b59
EMD-18069,2.8,8q25
EMD-18140,2.9,8q47
EMD-35511,3.4,8ikg
EMD-18315,3.09,8qbm
EMD-60143,2.7,8zjf
EMD-34872,2.8,8hlc
EMD-44219,3.19,9b5o
EMD-38855,3.3,8y2h
EMD-38227,2.21,8xbs
EMD-18068,2.6,8q1y
EMD-44202,3.37,9b57
EMD-44200,3.23,9b55
EMD-44211,2.67,9b5g
EMD-19017,2.9,8r9z
EMD-36960,3.06,8k8s
EMD-19816,2.98,9emb
EMD-44216,3.3,9b5l
EMD-18313,2.99,8qbk
EMD-44201,3.35,9b56
EMD-35512,3.3,8ikh
EMD-40954,3.18,8t14
EMD-44208,2.8,9b5d
EMD-36600,3.01,8jro
EMD-19015,3.1,8r9x
EMD-34609,3.02,8hau
EMD-44221,2.95,9b5q
EMD-44220,3.08,9b5p
EMD-18142,2.6,8q49
EMD-18139,2.6,8q46
EMD-36962,3.05,8k8u
EMD-18143,2.6,8q4a
EMD-44209,2.81,9b5e
EMD-38205,2.73,8xaw
EMD-43161,2.7,8ve1
EMD-38419,2.84,8xkl
EMD-41911,2.6,8u53
EMD-17324,2.3,8p02
EMD-37656,2.98,8wmm
EMD-44206,3.31,9b5b
EMD-41476,3.46,8tpl
EMD-44212,2.69,9b5h
EMD-18141,2.5,8q48
EMD-44223,2.96,9b5s
EMD-41061,3.13,8t5u
EMD-44222,2.95,9b5r
EMD-18055,3.1,8q0m
EMD-41462,3.02,8tp1
EMD-18067,3.3,8q1u
EMD-44213,2.7,9b5i
EMD-18066,2.9,8q1p
EMD-37762,3.07,8wr4
EMD-44207,2.5,9b5c
EMD-19838,2.12,9enq
EMD-38059,2.9,8x52
EMD-37660,3.3,8wmw
EMD-39375,2.69,8ykx
EMD-38060,3.0,8x53
EMD-37640,2.93,8wm4
EMD-39068,3.0,8y93
EMD-39862,2.7,8z9h
EMD-40628,2.78,8snl
EMD-44012,3.37,9az4
EMD-42473,3.2,8uql
EMD-40797,2.85,8sw4
EMD-19837,2.12,9enp
EMD-39070,3.24,8y95
EMD-19109,3.1,8rev
EMD-41861,3.42,8u3g
EMD-37655,2.86,8wml
EMD-19475,3.4,8rsb
EMD-39065,3.15,8y90
EMD-42479,3.4,8ur0
EMD-37642,2.7,8wm6
EMD-39373,2.48,8ykv
EMD-42676,2.8,8uwl
EMD-38156,3.14,8x8q
EMD-36721,2.5,8jy6
EMD-39856,2.52,8z98
EMD-17827,3.3,8pqx
EMD-39533,2.89,8yr2
EMD-17747,2.9,8pkm
EMD-39064,3.29,8y8z
EMD-37649,2.9,8wmc
EMD-39066,3.13,8y91
EMD-44045,3.03,9b0k
EMD-42999,3.0,8v6u
EMD-44135,3.41,9b3d
EMD-39067,3.29,8y92
EMD-39855,2.65,8z97
EMD-38061,2.9,8x54
EMD-36723,2.45,8jy8
EMD-40630,2.32,8snn
EMD-44026,2.95,9b03
EMD-42375,2.5,8umc
EMD-39374,2.75,8ykw
EMD-37659,2.94,8wmv
EMD-37654,3.0,8wmj
EMD-39852,2.87,8z90
EMD-42295,3.04,8uii
EMD-36990,3.05,8k9l
EMD-42288,3.1,8ui8
EMD-39850,3.06,8z8x
EMD-17712,2.4,8pjk
EMD-40631,2.78,8sno
EMD-37421,2.9,8wbd
EMD-17346,2.77,8p16
EMD-41023,3.16,8t47
EMD-17347,2.78,8p17
EMD-44128,3.4,9b35
EMD-37448,3.1,8wcs
EMD-41427,3.17,8tnw
EMD-42431,3.3,8uo9
EMD-18542,3.1,8qoz
EMD-41009,2.99,8t3r
EMD-41248,3.0,8th3
EMD-17335,2.64,8p0k
EMD-17336,2.58,8p0n
EMD-18548,3.1,8qpe
EMD-42983,2.6,8v5k
EMD-41252,3.2,8thb
EMD-35911,2.8,8j0t
EMD-41019,3.12,8t44
EMD-44368,3.1,9b94
EMD-36907,2.42,8k5o
EMD-41428,3.03,8tnx
EMD-17337,2.65,8p0t
EMD-36921,2.4,8k6k
EMD-38247,3.08,8xcm
EMD-36484,2.9,8jpn
EMD-36376,2.87,8jkv
EMD-39542,3.14,8yrg
EMD-38680,3.17,8xuq
EMD-17348,2.77,8p18
EMD-16397,2.56,8c2r
EMD-38679,2.84,8xuo
EMD-36206,2.85,8jf1
EMD-42430,3.2,8uo8
EMD-36388,2.68,8jl4
EMD-36920,2.77,8k6j
EMD-36387,2.59,8jl3
EMD-35909,2.58,8j0s
EMD-17354,3.23,8p1m
EMD-44642,2.59,9bkj
EMD-41249,3.3,8th4
EMD-36486,3.2,8jpp
EMD-44131,3.36,9b38
EMD-40822,3.37,8swv
EMD-17334,2.39,8p0j
EMD-40823,3.4,8sww
EMD-41012,2.97,8t3u
EMD-41020,2.99,8t45
EMD-41254,3.25,8thd
EMD-37439,3.09,8wce
EMD-17333,3.17,8p0g
EMD-17338,2.92,8p0u
EMD-36386,2.8,8jl1
EMD-38248,3.02,8xcn
EMD-36201,2.49,8jew
EMD-36672,2.81,8jva
EMD-36366,2.8,8jjr
EMD-29597,2.64,8fyt
EMD-44363,3.4,9b8z
EMD-42680,2.65,8uws
EMD-29560,2.79,8fy8
EMD-42163,2.7,8uej
EMD-16105,3.3,8blb
EMD-40729,2.52,8srf
EMD-18733,2.98,8qxn
EMD-34718,2.5,8hfe
EMD-18658,2.88,8qu9
EMD-34719,2.86,8hff
EMD-36778,2.65,8k0r
EMD-19582,2.97,8rxx
EMD-19815,2.4,9ema
EMD-44360,3.1,9b8w
EMD-41372,2.85,8tlt
EMD-36776,2.99,8k0p
EMD-18730,2.66,8qxk
EMD-37671,3.42,8wns
EMD-28941,3.14,8f92
EMD-29571,2.85,8fye
EMD-18734,3.43,8qxo
EMD-19817,3.26,9emc
EMD-16103,3.21,8bl8
EMD-16104,3.3,8bla
EMD-18729,2.65,8qxj
EMD-44361,3.0,9b8x
EMD-44364,3.4,9b90
EMD-18732,2.94,8qxm
EMD-36786,2.58,8k15
EMD-41060,2.9,8t5s
EMD-36192,3.23,8jem
EMD-40732,2.73,8sri
EMD-44365,3.3,9b91
EMD-38217,3.43,8xbg
EMD-40728,2.52,8sre
EMD-36777,3.14,8k0q
EMD-36039,2.6,8j7f
EMD-40727,2.91,8srd
EMD-19576,2.93,8rxh
EMD-43190,3.3,8vfv
EMD-44362,3.2,9b8y
EMD-37997,3.31,8x1n
EMD-34720,3.0,8hfg
EMD-36136,2.51,8jaw
EMD-34721,2.5,8hfi
EMD-36128,2.52,8jak
EMD-34722,3.0,8hfl
EMD-37672,3.42,8wnt
EMD-37364,3.3,8w9c
EMD-18731,2.82,8qxl
EMD-29599,2.62,8fyx
EMD-36042,3.1,8j7m
EMD-29585,2.94,8fyl
EMD-18316,3.2,8qbn
EMD-40730,3.03,8srg
EMD-28942,3.2,8f9g
EMD-38215,3.4,8xbe
EMD-37670,3.1,8wnp
EMD-41025,3.4,8t4a
EMD-38906,3.11,8y3x
EMD-40709,3.1,8sql
EMD-42389,3.0,8un0
EMD-41416,3.32,8tnh
EMD-36633,3.06,8jt5
EMD-40726,2.92,8src
EMD-42386,2.93,8umw
EMD-18890,3.2,8r51
EMD-44501,2.71,9bfn
EMD-42533,3.2,8ut8
EMD-42528,2.8,8ut3
EMD-40725,2.82,8srb
EMD-36675,3.21,8jvi
EMD-41857,2.3,8u3c
EMD-42406,3.35,8unj
EMD-41640,2.8,8tvf
EMD-41024,3.2,8t49
EMD-41855,2.3,8u3a
EMD-41035,3.2,8t4l
EMD-41864,2.9,8u3j
EMD-38524,3.03,8xoa
EMD-40722,2.77,8sr8
EMD-44496,2.62,9bfh
EMD-38077,3.05,8x61
EMD-36629,3.16,8jsx
EMD-36069,2.79,8j8g
EMD-40710,3.4,8sqm
EMD-41453,2.64,8toi
EMD-36068,2.98,8j8f
EMD-40692,3.2,8sq0
EMD-41034,2.6,8t4k
EMD-42383,3.33,8umt
EMD-44506,2.44,9bft
EMD-40721,1.97,8sr7
EMD-41879,2.2,8u4d
EMD-41483,2.97,8tps
EMD-37678,2.8,8wo4
EMD-41641,3.3,8tvg
EMD-36038,2.7,8j7d
EMD-36149,3.4,8jc0
EMD-41848,3.0,8u30
EMD-41455,2.85,8tol
EMD-18889,3.1,8r50
EMD-42531,2.8,8ut6
EMD-43501,3.12,8vsp
EMD-36639,2.93,8jtb
EMD-41484,3.01,8tpt
EMD-41481,3.35,8tpq
EMD-40941,3.3,8t0e
EMD-42534,3.3,8ut9
EMD-17216,2.4,8ovj
EMD-38523,3.2,8xo9
EMD-42384,3.16,8umu
EMD-40724,2.93,8sra
EMD-41482,2.85,8tpr
EMD-44500,2.71,9bfm
EMD-41873,2.4,8u43
EMD-42529,3.3,8ut4
EMD-40723,3.05,8sr9
EMD-41477,2.93,8tpm
EMD-42385,2.75,8umv
EMD-36676,3.44,8jvj
EMD-42388,2.83,8umy
EMD-41027,3.1,8t4d
EMD-36092,2.87,8j99
EMD-36660,3.45,8ju6
EMD-42532,2.7,8ut7
EMD-17192,2.62,8ouh
EMD-34505,3.25,8h6j
EMD-40594,3.2,8smn
EMD-17363,2.44,8p2f
EMD-42241,3.31,8ugy
EMD-36396,2.87,8jlg
EMD-40622,3.2,8snc
EMD-36041,3.3,8j7h
EMD-42245,3.31,8uh3
EMD-38831,2.8,8y1c
EMD-17733,2.58,8pk9
EMD-40480,2.8,8sh7
EMD-38453,3.22,8xlm
EMD-43683,2.77,8vzn
EMD-36455,3.04,8jo4
EMD-40740,2.79,8srs
EMD-40623,3.1,8snd
EMD-36009,3.25,8j6o
EMD-17364,2.02,8p2g
EMD-43021,2.7,8v84
EMD-37251,2.89,8ki3
EMD-38830,2.8,8y1b
EMD-36398,3.38,8jli
EMD-41083,3.08,8t6x
EMD-40598,3.4,8smp
EMD-40624,3.0,8sne
EMD-41093,3.01,8t7s
EMD-38832,2.7,8y1d
EMD-36392,2.88,8jlc
EMD-34500,3.2,8h6e
EMD-37243,3.13,8khf
EMD-34507,2.7,8h6k
EMD-40681,3.26,8spq
EMD-36590,3.17,8jr1
EMD-38836,3.16,8y1h
EMD-17193,3.39,8oui
EMD-38829,2.8,8y1a
EMD-35982,2.85,8j57
EMD-42014,3.2,8u85
EMD-41636,2.9,8tvb
EMD-36935,3.11,8k77
EMD-17365,2.49,8p2h
EMD-17734,2.75,8pka
EMD-36779,3.41,8k0s
EMD-38242,3.46,8xcg
EMD-38828,2.3,8y19
EMD-43684,2.49,8vzo
EMD-36617,3.01,8js9
EMD-41867,3.1,8u3y
EMD-36397,2.9,8jlh
EMD-43593,3.21,8vwp
EMD-36061,3.22,8j86
EMD-42015,3.3,8u86
EMD-36395,3.01,8jlf
EMD-34508,2.6,8h6l
EMD-17732,2.49,8pk8
EMD-17189,2.31,8oud
EMD-43027,2.66,8v87
EMD-38833,2.7,8y1e
EMD-36616,2.88,8js8
EMD-36454,2.66,8jo3
EMD-38752,2.9,8xxl
EMD-36589,2.8,8jr0
EMD-36008,2.77,8j6m
EMD-38753,3.2,8xxm
EMD-38835,2.99,8y1g
EMD-34607,2.89,8has
EMD-36394,2.82,8jle
EMD-41643,3.2,8tvi
EMD-38834,2.8,8y1f
EMD-43017,2.53,8v83
EMD-18860,2.62,8r34
EMD-35734,3.0,8iuz
EMD-17679,2.6,8pib
EMD-17685,3.2,8pil
EMD-17647,3.4,8pfj
EMD-43877,2.4,9auc
EMD-19145,3.0,8rgp
EMD-35939,2.6,8j1z
EMD-37130,2.7,8kdb
EMD-18594,2.8,8qqk
EMD-19147,2.9,8rgr
EMD-17681,3.0,8pid
EMD-43991,3.0,9ayg
EMD-17626,2.8,8pdy
EMD-43993,3.2,9ayj
EMD-34891,3.4,8hma
EMD-18859,2.29,8r33
EMD-34892,3.3,8hmb
EMD-41904,2.39,8u4z
EMD-19253,2.3,8rjw
EMD-17113,3.4,8oqz
EMD-37651,2.51,8wmf
EMD-37131,3.3,8kdc
EMD-35980,2.73,8j4z
EMD-17668,3.1,8phk
EMD-17112,3.3,8oqy
EMD-38372,2.3,8xi6
EMD-40250,3.0,8s9v
EMD-37650,2.71,8wmd
EMD-18963,2.98,8r6u
EMD-17646,3.1,8pfg
EMD-17632,3.1,8pen
EMD-17686,3.4,8pim
EMD-17657,3.0,8ph9
EMD-37986,3.19,8x17
EMD-40180,3.32,8gk7
EMD-18610,2.5,8qr0
EMD-16929,3.45,8oki
EMD-19033,3.02,8rbo
EMD-37985,3.29,8x16
EMD-43995,2.8,9ayl
EMD-40456,2.9,8sgi
EMD-43994,3.0,9ayk
EMD-18609,2.63,8qqz
EMD-35733,2.9,8iuy
EMD-43992,3.1,9ayh
EMD-17130,3.2,8orq
EMD-19146,3.0,8rgq
EMD-17990,3.3,8pw6
EMD-17366,3.4,8p2i
EMD-19148,3.1,8rgt
EMD-18969,3.4,8r6y
EMD-35735,2.9,8iv0
EMD-37330,2.9,8w6o
EMD-41434,2.0,8to2
EMD-17876,2.7,8pto
EMD-36469,3.29,8jp6
EMD-17874,2.9,8ptm
EMD-35618,2.88,8iog
EMD-37240,3.0,8khc
EMD-38987,2.54,8y6i
EMD-36805,3.48,8k1v
EMD-41602,3.4,8tt3
EMD-42994,2.46,8v6k
EMD-19492,2.37,8rth
EMD-41475,2.1,8tpj
EMD-36471,3.39,8jp8
EMD-19726,3.4,8s55
EMD-43811,3.4,9asb
EMD-35901,3.3,8j0f
EMD-19179,3.37,8rhz
EMD-19719,2.9,8s52
EMD-42998,2.83,8v6o
EMD-17924,2.87,8ptx
EMD-41585,1.9,8tro
EMD-35163,2.7,8i47
EMD-37321,2.5,8w6d
EMD-19720,3.4,8s54
EMD-36472,3.37,8jp9
EMD-36793,3.0,8k1j
EMD-17766,2.4,8pn1
EMD-37329,3.2,8w6n
EMD-35164,2.74,8i48
EMD-37447,2.74,8wcr
EMD-38986,2.49,8y6h
EMD-37322,3.3,8w6g
EMD-18339,2.8,8qd0
EMD-19718,3.1,8s51
EMD-41592,3.1,8tsh
EMD-19009,2.9,8r8t
EMD-37363,3.0,8w9b
EMD-17926,3.35,8ptz
EMD-36468,2.59,8jp5
EMD-37320,2.7,8w6c
EMD-43751,2.45,8w2l
EMD-36741,2.76,8jzb
EMD-35323,3.0,8iaz
EMD-19736,3.1,8s5i
EMD-41626,3.4,8tun
EMD-37446,3.35,8wcq
EMD-35900,3.4,8j0e
EMD-37323,3.1,8w6h
EMD-43705,3.2,8w09
EMD-41151,2.57,8tc3
EMD-35865,3.01,8izm
EMD-18229,3.2,8q7q
EMD-43761,2.83,8w34
EMD-37362,2.7,8w9a
EMD-36806,3.41,8k1z
EMD-17768,2.63,8pn2
EMD-41435,1.87,8to5
EMD-37535,3.31,8wh9
EMD-43756,3.23,8w2r
EMD-16809,3.1,8cro
EMD-18335,2.6,8qct
EMD-35864,2.93,8izl
EMD-17870,2.9,8ptg
EMD-36467,2.53,8jp4
EMD-36339,2.6476,8jj3
EMD-34376,3.4,8gyq
EMD-42997,2.59,8v6n
EMD-35573,2.9,8ima
EMD-19691,2.39,8s3e
EMD-15698,2.87,8axb
EMD-19522,3.41,8rv2
EMD-35837,3.48,8iza
EMD-38200,3.29,8xaj
EMD-35602,2.72,8inz
EMD-16901,2.89,8oix
EMD-15697,2.96,8axa
EMD-18305,2.23,8qav
EMD-35162,2.92,8i42
EMD-38527,2.6,8xof
EMD-19501,3.08,8ru0
EMD-35606,3.02,8io3
EMD-38725,3.11,8xw0
EMD-35833,2.93,8iz4
EMD-37847,3.1,8wtz
EMD-37855,3.4,8wui
EMD-35821,2.69,8iyg
EMD-43498,3.1,8vsi
EMD-37926,2.85,8wyf
